종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"002880","디와이에이","KOSPI","운송장비·부품","829","21","2.60","38775641855"
"210540","디와이파워","KOSPI","기계·장비","12280","-60","-0.49","135592174240"
"032350","롯데관광개발","KOSPI","일반서비스","17780","-230","-1.28","1415314207720"
"089860","롯데렌탈","KOSPI","일반서비스","31250","-350","-1.11","1134668375000"
"330590","롯데리츠","KOSPI","부동산","3960","5","0.13","1144316780640"
"000400","롯데손해보험","KOSPI","보험","1961","-7","-0.36","608569523520"
"023530","롯데쇼핑","KOSPI","유통","203500","5500","2.78","5756761642500"
"020150","롯데에너지머티리얼즈","KOSPI","전기·전자","55200","-2500","-4.33","2890573557600"
"280360","롯데웰푸드","KOSPI","음식료·담배","104900","-1400","-1.32","965559812600"
"286940","롯데이노베이트","KOSPI","IT 서비스","20000","-200","-0.99","302587340000"
"004000","롯데정밀화학","KOSPI","화학","50400","-200","-0.40","1300320000000"
"004990","롯데지주","KOSPI","기타금융","27000","150","0.56","2690921952000"
"00499K","롯데지주우","KOSPI","기타금융","25300","-100","-0.39","20381755900"
"005300","롯데칠성","KOSPI","음식료·담배","106000","-1400","-1.30","983561704000"
"005305","롯데칠성우","KOSPI","음식료·담배","73000","-400","-0.54","56597630000"
"011170","롯데케미칼","KOSPI","화학","81900","1100","1.36","3503306816100"
"071840","롯데하이마트","KOSPI","유통","6750","-70","-1.03","159352056000"
"027740","마니커","KOSPI","음식료·담배","1399","142","11.30","44426103986"
"357430","마스턴프리미어리츠","KOSPI","부동산","667","-2","-0.30","20347039769"
"001080","만호제강","KOSPI","금속","4300","100","2.38","178450000000"
"088980","맥쿼리인프라","KOSPI","기타금융","10900","0","0.00","5220249723700"
"094800","맵스리얼티","KOSPI","기타금융","6550","170","2.66","608064868050"
"138040","메리츠금융지주","KOSPI","기타금융","114300","-100","-0.09","19127793303900"
"090370","메타랩스","KOSPI","섬유·의류","1179","61","5.46","29362628331"
"118000","메타케어","KOSPI","유통","1490","29","1.98","25594826640"
"017180","명문제약","KOSPI","제약","1320","-7","-0.53","44818559280"
"009900","명신산업","KOSPI","운송장비·부품","8780","-20","-0.23","460687767740"
"317450","명인제약","KOSPI","제약","45350","1250","2.83","662110000000"
"012690","모나리자","KOSPI","종이·목재","1733","6","0.35","63377984915"
"005360","모나미","KOSPI","유통","1382","18","1.32","26116078274"
"070960","모나용평","KOSPI","일반서비스","2635","-35","-1.31","126831332455"
"009680","모토닉","KOSPI","운송장비·부품","10180","0","0.00","221242896920"
"009580","무림P&P","KOSPI","종이·목재","1840","-10","-0.54","114757716160"
"009200","무림페이퍼","KOSPI","종이·목재","1576","-1","-0.06","65576272560"
"033920","무학","KOSPI","음식료·담배","7840","-10","-0.13","223440000000"
"008420","문배철강","KOSPI","금속","2280","60","2.70","46747991400"
"025560","미래산업","KOSPI","의료·정밀기기","44200","-2000","-4.33","225014597600"
"007120","미래아이앤지","KOSPI","IT 서비스","1279","-11","-0.85","36935739632"
"396690","미래에셋글로벌리츠","KOSPI","부동산","1552","44","2.92","61468418880"
"357250","미래에셋맵스리츠","KOSPI","부동산","1793","-76","-4.07","44816223265"
"085620","미래에셋생명","KOSPI","보험","30600","-1650","-5.12","4136508000000"
"006800","미래에셋증권","KOSPI","증권","50400","-900","-1.75","28202170752000"
"00680K","미래에셋증권2우B","KOSPI","증권","13620","-360","-2.58","1859130000000"
"006805","미래에셋증권우","KOSPI","증권","14890","-420","-2.74","209587917500"
"081660","미스토홀딩스","KOSPI","유통","40300","-1850","-4.39","2139601152000"
"002840","미원상사","KOSPI","화학","122400","-3100","-2.47","581400000000"
"268280","미원에스씨","KOSPI","화학","101400","-300","-0.29","507000000000"
"107590","미원홀딩스","KOSPI","기타금융","56000","-800","-1.41","129920000000"
"134380","미원화학","KOSPI","화학","10190","-100","-0.97","224105409200"
"003650","미창석유","KOSPI","화학","125700","-300","-0.24","218676770400"
"377740","바이오노트","KOSPI","제약","4750","-130","-2.66","483958728000"
"003610","방림","KOSPI","섬유·의류","5200","10","0.19","188251221600"
"035150","백산","KOSPI","화학","10650","-60","-0.56","213307156650"
"002410","범양건영","KOSPI","건설","1935","0","0.00","53173451700"
"007210","벽산","KOSPI","비금속","1657","-25","-1.49","108301520000"
"002760","보락","KOSPI","화학","943","24","2.61","56485700000"
"003850","보령","KOSPI","제약","9530","90","0.95","817552082710"
"000890","보해양조","KOSPI","음식료·담배","1423","-28","-1.93","39308987575"
"003000","부광약품","KOSPI","제약","4615","-160","-3.35","455337456665"
"001270","부국증권","KOSPI","증권","63900","900","1.43","662635715400"
"001275","부국증권우","KOSPI","증권","31950","-50","-0.16","95850000000"
"026940","부국철강","KOSPI","금속","2370","100","4.41","47400000000"
"011390","부산산업","KOSPI","비금속","52600","-100","-0.19","55545600000"
"005030","부산주공","KOSPI","운송장비·부품","486","0","0.00","45092532168"
"006740","블루산업개발","KOSPI","종이·목재","5550","0","0.00","26351205750"
"002070","비비안","KOSPI","섬유·의류","7030","-50","-0.71","16902538320"
"100220","비상교육","KOSPI","오락·문화","5300","100","1.92","68882727300"
"090460","비에이치","KOSPI","전기·전자","28850","-250","-0.86","972577871300"
"005180","빙그레","KOSPI","음식료·담배","68700","-500","-0.72","636782429700"
"003960","사조대림","KOSPI","음식료·담배","27100","100","0.37","248357055700"
"008040","사조동아원","KOSPI","음식료·담배","908","-18","-1.94","128159296800"
"007160","사조산업","KOSPI","음식료·담배","43650","-300","-0.68","218250000000"
"014710","사조씨푸드","KOSPI","음식료·담배","7340","130","1.80","126384105620"
"006090","사조오양","KOSPI","음식료·담배","8080","50","0.62","76135731120"
"062040","산일전기","KOSPI","전기·전자","251000","-3000","-1.18","7684578350000"
"005610","삼립","KOSPI","음식료·담배","40950","100","0.24","353357918550"
"001470","삼부토건","KOSPI","건설","347","0","0.00","79699592928"
"028050","삼성E&A","KOSPI","일반서비스","52500","-4200","-7.41","10290000000000"
"448730","삼성FN리츠","KOSPI","부동산","5610","130","2.37","510790500000"
"006400","삼성SDI","KOSPI","전기·전자","550000","1000","0.18","44322041500000"
"006405","삼성SDI우","KOSPI","전기·전자","247500","-1500","-0.60","400429260000"
"006660","삼성공조","KOSPI","운송장비·부품","11720","-200","-1.68","95240400080"
"028260","삼성물산","KOSPI","유통","490000","-7000","-1.41","79462114690000"
"02826K","삼성물산우B","KOSPI","유통","248500","-5500","-2.17","364696115000"
"207940","삼성바이오로직스","KOSPI","제약","1370000","37000","2.78","63418602870000"
"032830","삼성생명","KOSPI","보험","447000","16000","3.71","89400000000000"
"018260","삼성에스디에스","KOSPI","IT 서비스","232500","-5500","-2.31","17990338500000"
"0126Z0","삼성에피스홀딩스","KOSPI","기타금융","453500","0","0.00","11284462721500"
"009150","삼성전기","KOSPI","전기·전자","2032000","-16000","-0.78","151777590272000"
"009155","삼성전기우","KOSPI","전기·전자","617000","-11000","-1.75","1793609128000"
"005930","삼성전자","KOSPI","전기·전자","346500","3500","1.02","2025735537672000"
"005935","삼성전자우","KOSPI","전기·전자","226500","2500","1.12","181737077479500"
"001360","삼성제약","KOSPI","제약","1526","64","4.38","143691332554"
"010140","삼성중공업","KOSPI","운송장비·부품","28950","850","3.02","25476000000000"
"016360","삼성증권","KOSPI","증권","123900","-700","-0.56","11064270000000"
"068290","삼성출판사","KOSPI","오락·문화","6650","-10","-0.15","66500000000"
"029780","삼성카드","KOSPI","기타금융","49650","-3650","-6.85","5752393938150"
"000810","삼성화재","KOSPI","보험","679000","8000","1.19","30315634167000"
"000815","삼성화재우","KOSPI","보험","416500","-10000","-2.34","1252423830000"
"006110","삼아알미늄","KOSPI","금속","56000","1600","2.94","846913480000"
"0120G0","삼양바이오팜","KOSPI","제약","54500","1800","3.42","405254915000"
"145990","삼양사","KOSPI","음식료·담배","43500","-700","-1.58","448635031500"
"145995","삼양사우","KOSPI","음식료·담배","32000","150","0.47","11842240000"
"003230","삼양식품","KOSPI","음식료·담배","1145000","2000","0.17","8625302175000"
"272550","삼양패키징","KOSPI","화학","9180","-90","-0.97","138327967080"
"000070","삼양홀딩스","KOSPI","기타금융","57100","-700","-1.21","443278206100"
"003720","삼영","KOSPI","화학","8610","-150","-1.71","292740000000"
"002810","삼영무역","KOSPI","유통","20700","-1050","-4.83","382265823600"
"005680","삼영전자","KOSPI","전기·전자","13880","-220","-1.56","277600000000"
"023000","삼원강재","KOSPI","운송장비·부품","2220","-20","-0.89","88222702320"
"004380","삼익THK","KOSPI","기계·장비","9430","-340","-3.48","195201000000"
"002450","삼익악기","KOSPI","기타제조","1277","-10","-0.78","115607978455"
"004440","삼일씨엔에스","KOSPI","비금속","4900","-150","-2.97","62386540300"
"000520","삼일제약","KOSPI","제약","7150","-90","-1.24","155096448650"
"009770","삼정펄프","KOSPI","종이·목재","26000","0","0.00","64999246000"
"005500","삼진제약","KOSPI","제약","19130","-420","-2.15","254811600000"
"004690","삼천리","KOSPI","전기·가스","123800","-2300","-1.82","448994992600"
"010960","삼호개발","KOSPI","건설","3260","-55","-1.66","78631200000"
"004450","삼화왕관","KOSPI","금속","24950","-150","-0.60","53751756050"
"009470","삼화전기","KOSPI","전기·전자","33000","-100","-0.30","218256060000"
"011230","삼화전자","KOSPI","전기·전자","2880","-315","-9.86","55197460800"
"001820","삼화콘덴서","KOSPI","전기·전자","151400","3500","2.37","1573803000000"
"001290","상상인증권","KOSPI","증권","945","-21","-2.17","102378578400"
"041650","상신브레이크","KOSPI","운송장비·부품","2335","-15","-0.64","50135835750"
"075180","새론오토모티브","KOSPI","운송장비·부품","2895","35","1.22","55584000000"
"007540","샘표","KOSPI","기타금융","43000","-100","-0.23","123659400000"
"248170","샘표식품","KOSPI","음식료·담배","23000","-300","-1.29","105070578000"
"007860","서연","KOSPI","기타금융","9050","-50","-0.55","212492588200"
"200880","서연이화","KOSPI","운송장비·부품","12930","-560","-4.15","349477690410"
"017390","서울가스","KOSPI","전기·가스","57100","-300","-0.52","282645000000"
"031210","서울보증보험","KOSPI","보험","44750","-300","-0.67","3124516510500"
"004410","서울식품","KOSPI","음식료·담배","1084","24","2.26","42769234092"
"004415","서울식품우","KOSPI","음식료·담배","7710","-50","-0.64","1715089500"
"021050","서원","KOSPI","금속","1216","-4","-0.33","57729101440"
"008490","서흥","KOSPI","화학","19150","210","1.11","221548513950"
"007610","선도전기","KOSPI","전기·전자","5900","170","2.97","106200000000"
"136490","선진","KOSPI","음식료·담배","9630","110","1.16","228997586520"
"014910","성문전자","KOSPI","전기·전자","2565","-190","-6.90","56063864205"
"014915","성문전자우","KOSPI","전기·전자","4910","-880","-15.20","2946000000"
"004980","성신양회","KOSPI","비금속","8930","90","1.02","218928531890"
"004985","성신양회우","KOSPI","비금속","10270","-130","-1.25","7555074150"
"000180","성창기업지주","KOSPI","일반서비스","5230","40","0.77","72960173600"
"002420","세기상사","KOSPI","유통","5530","0","0.00","33013812440"
"004360","세방","KOSPI","운송·창고","13570","0","0.00","259398732710"
"004365","세방우","KOSPI","운송·창고","9960","120","1.22","36744930000"
"004490","세방전지","KOSPI","전기·전자","63700","1300","2.08","882882000000"
"001430","세아베스틸지주","KOSPI","금속","46250","-3250","-6.57","1658623003750"
"306200","세아제강","KOSPI","금속","146000","-4000","-2.67","414099800000"
"003030","세아제강지주","KOSPI","기타금융","142000","-6800","-4.57","588115294000"
"058650","세아홀딩스","KOSPI","금속","129800","-200","-0.15","550642232800"
"013000","세우글로벌","KOSPI","유통","1345","25","1.89","38608266695"
"021820","세원정공","KOSPI","운송장비·부품","12090","-150","-1.23","120900000000"
"067830","세이브존I&C","KOSPI","유통","2500","15","0.60","102602237500"
"075580","세진중공업","KOSPI","운송장비·부품","16400","240","1.49","932331078400"
"068270","셀트리온","KOSPI","제약","174600","100","0.06","38697185354400"
"336370","솔루스첨단소재","KOSPI","전기·전자","11170","-170","-1.50","784327732480"
"33637K","솔루스첨단소재1우","KOSPI","전기·전자","1895","-5","-0.26","32042111570"
"33637L","솔루스첨단소재2우B","KOSPI","전기·전자","2515","-10","-0.40","9502414440"
"248070","솔루엠","KOSPI","전기·전자","18730","160","0.86","895598100280"
"004430","송원산업","KOSPI","화학","10480","-20","-0.19","251520000000"
"017550","수산세보틱스","KOSPI","기계·장비","2550","-85","-3.23","159117781500"
"126720","수산인더스트리","KOSPI","건설","24700","-100","-0.40","352864200000"
"053210","스카이라이프","KOSPI","오락·문화","4485","-10","-0.22","213140453175"
"026890","스틱인베스트먼트","KOSPI","기타금융","7110","0","0.00","275660651070"
"134790","시디즈","KOSPI","기타제조","19140","240","1.27","38280000000"
"462870","시프트업","KOSPI","IT 서비스","32150","-50","-0.16","1885737031000"
"016590","신대양제지","KOSPI","종이·목재","10530","-50","-0.47","424336044600"
"029530","신도리코","KOSPI","전기·전자","43400","-250","-0.57","421662638600"
"004970","신라교역","KOSPI","농업, 임업 및 어업","9110","0","0.00","145760000000"
"011930","신성이엔지","KOSPI","전기·전자","21950","600","2.81","445720694900"
"004170","신세계","KOSPI","유통","753000","-14000","-1.83","7112221293000"
"035510","신세계 I&C","KOSPI","IT 서비스","15370","-430","-2.72","214886433000"
"031430","신세계인터내셔날","KOSPI","유통","15390","-310","-1.97","538434540000"
"031440","신세계푸드","KOSPI","일반서비스","44200","-500","-1.12","171163616000"
"006880","신송홀딩스","KOSPI","유통","5350","30","0.56","63284390300"
"005800","신영와코루","KOSPI","섬유·의류","13560","-120","-0.88","122040000000"
"001720","신영증권","KOSPI","증권","192500","-600","-0.31","3164700000000"
"009270","신원","KOSPI","섬유·의류","1153","-1","-0.09","132330263129"
"002700","신일전자","KOSPI","유통","1270","59","4.87","88960351670"
"002870","신풍","KOSPI","유통","925","16","1.76","32336797500"
"019170","신풍제약","KOSPI","제약","9360","170","1.85","490637365920"
"019175","신풍제약우","KOSPI","제약","14420","170","1.19","28713536600"
"481850","신한글로벌액티브리츠","KOSPI","기타금융","905","5","0.56","39347285920"
"404990","신한서부티엔디리츠","KOSPI","부동산","3955","5","0.13","242174869720"
"293940","신한알파리츠","KOSPI","부동산","5590","70","1.27","676055287570"
"055550","신한지주","KOSPI","기타금융","103100","-3600","-3.37","48936864619100"
"004080","신흥","KOSPI","유통","13800","0","0.00","129720000000"
"004770","써니전자","KOSPI","전기·전자","1690","14","0.84","60007570220"
"403550","쏘카","KOSPI","일반서비스","11790","340","2.97","447311916180"
"004920","씨아이테크","KOSPI","전기·전자","1054","-19","-1.77","54997585088"
"112610","씨에스윈드","KOSPI","금속","49900","-6900","-12.15","2104353009700"
"480370","씨케이솔루션","KOSPI","기계·장비","1758","54","3.17","57102315264"
"308170","씨티알모빌리티","KOSPI","운송장비·부품","3550","-120","-3.27","30565500000"
"008700","아남전자","KOSPI","전기·전자","1290","33","2.63","99491017800"
"090430","아모레퍼시픽","KOSPI","화학","109900","-500","-0.45","6428354214100"
"090435","아모레퍼시픽우","KOSPI","화학","35800","-100","-0.28","377970314000"
"002790","아모레퍼시픽홀딩스","KOSPI","화학","24000","-700","-2.83","1834996320000"
"00279K","아모레퍼시픽홀딩스3우C","KOSPI","화학","20450","-400","-1.92","145035490000"
"002795","아모레퍼시픽홀딩스우","KOSPI","화학","10440","-210","-1.97","66619435680"
"002030","아세아","KOSPI","일반서비스","194500","-7500","-3.71","400446714000"
"183190","아세아시멘트","KOSPI","비금속","10220","-10","-0.10","373095694160"
"002310","아세아제지","KOSPI","종이·목재","8330","60","0.73","328614418300"
"012170","아센디오","KOSPI","오락·문화","1067","-39","-3.53","21606956998"
"267850","아시아나IDT","KOSPI","IT 서비스","9630","-40","-0.41","106893000000"
"020560","아시아나항공","KOSPI","운송·창고","7750","-90","-1.15","1596428010250"
"122900","아이마켓코리아","KOSPI","유통","7750","80","1.04","259073510000"
"010780","아이에스동서","KOSPI","비금속","25300","-50","-0.20","763730492800"
"031820","아이티센씨티에스","KOSPI","IT 서비스","5940","-60","-1.00","71904567240"
"139990","아주스틸","KOSPI","금속","2435","245","11.19","94369433090"
"009320","아진전자부품","KOSPI","운송장비·부품","960","6","0.63","47327779200"
"001780","알루코","KOSPI","금속","2080","50","2.46","201406674560"
"018250","애경산업","KOSPI","화학","12250","150","1.24","323521703750"
"161000","애경케미칼","KOSPI","화학","10830","-100","-0.91","526865518470"
"011090","에넥스","KOSPI","기타제조","1700","209","14.02","20156991800"
"137310","에스디바이오센서","KOSPI","의료·정밀기기","7210","50","0.70","870601025420"
"005850","에스엘","KOSPI","운송장비·부품","73100","-3100","-4.07","3395386812000"
"010580","에스엠벡셀","KOSPI","운송장비·부품","1936","-63","-3.15","215383407360"
"012750","에스원","KOSPI","일반서비스","73800","-7800","-9.56","2804339336400"
"023960","에쓰씨엔지니어링","KOSPI","건설","1091","30","2.83","41497248725"
"298690","에어부산","KOSPI","운송·창고","1762","-37","-2.06","205519680000"
"078520","에이블씨엔씨","KOSPI","화학","10870","70","0.65","282773930070"
"015260","에이엔피","KOSPI","전기·전자","600","11","1.87","28270136400"
"007460","에이프로젠","KOSPI","제약","3100","-40","-1.27","73144292300"
"003060","에이프로젠바이오로직스","KOSPI","제약","2355","-110","-4.46","33941140770"
"244920","에이플러스에셋","KOSPI","기타금융","10700","-20","-0.19","241902315100"
"278470","에이피알","KOSPI","화학","408500","9000","2.25","15293486317500"
"450080","에코프로머티","KOSPI","전기·전자","56700","-2100","-3.57","4009007916900"
"019490","엑시큐어하이트론","KOSPI","전기·전자","541","0","0.00","41349858070"
"085310","엔케이","KOSPI","금속","10200","200","2.00","75664354800"
"900140","엘브이엠씨홀딩스","KOSPI","유통","1400","-18","-1.27","270536604800"
"066970","엘앤에프","KOSPI","전기·전자","140600","-1100","-0.78","5703852785800"
"097520","엠씨넥스","KOSPI","전기·전자","21550","50","0.23","375002325000"
"484870","엠앤씨솔루션","KOSPI","기계·장비","93900","4600","5.15","859551210000"
"014440","영보화학","KOSPI","화학","4575","-20","-0.44","91500000000"
"111770","영원무역","KOSPI","유통","79800","-1200","-1.48","3536055146400"
"009970","영원무역홀딩스","KOSPI","기타금융","184800","-3500","-1.86","2393865381600"
"003520","영진약품","KOSPI","제약","1285","0","0.00","235017159335"
"000670","영풍","KOSPI","금속","48150","-650","-1.33","886474386450"
"012280","영화금속","KOSPI","운송장비·부품","845","-2","-0.24","41848206725"
"012160","영흥","KOSPI","금속","376","0","0.00","29366922392"
"007310","오뚜기","KOSPI","음식료·담배","331000","-2500","-0.75","1326591730000"
"002630","오리엔트바이오","KOSPI","제약","940","-11","-1.16","55734011880"
"271560","오리온","KOSPI","음식료·담배","135100","1100","0.82","5341331433200"
"001800","오리온홀딩스","KOSPI","기타금융","26400","-900","-3.30","1653839140800"
"005320","온타이드","KOSPI","유통","1094","4","0.37","37401502430"
"011690","와이투솔루션","KOSPI","전기·전자","4515","-75","-1.63","165720338910"
"316140","우리금융지주","KOSPI","기타금융","32150","-900","-2.72","23600553688000"
"006980","우성","KOSPI","음식료·담배","17910","-270","-1.49","55341900000"
"011300","우성머티리얼스","KOSPI","섬유·의류","2550","-85","-3.23","42880986150"
"017370","우신시스템","KOSPI","기계·장비","4715","-155","-3.18","86350764610"
"105840","우진","KOSPI","의료·정밀기기","20050","360","1.83","404963283500"
"010400","우진아이엔에스","KOSPI","건설","3790","5","0.13","28887380000"
"049800","우진플라임","KOSPI","기계·장비","1949","4","0.21","38980000000"
"016880","웅진","KOSPI","기타금융","2255","155","7.38","180235565400"
"095720","웅진씽크빅","KOSPI","일반서비스","1351","-29","-2.10","76773391835"
"005820","원림","KOSPI","섬유·의류","14180","-170","-1.18","32585214600"
"008600","윌비스","KOSPI","유통","2620","0","0.00","17615839860"
"033270","유나이티드제약","KOSPI","제약","18590","-50","-0.27","295781307250"
"014830","유니드","KOSPI","화학","70500","-600","-0.84","477115800000"
"446070","유니드비티플러스","KOSPI","종이·목재","2375","-45","-1.86","25201635625"
"000910","유니온","KOSPI","비금속","3265","75","2.35","50971936035"
"047400","유니온머티리얼","KOSPI","비금속","1133","-4","-0.35","47586000000"
"011330","유니켐","KOSPI","운송장비·부품","396","0","0.00","35714383452"
"077500","유니퀘스트","KOSPI","유통","7700","20","0.26","166320785400"
"002920","유성기업","KOSPI","운송장비·부품","1786","14","0.79","46342235000"
"000700","유수홀딩스","KOSPI","일반서비스","5850","40","0.69","152344600200"
"003470","유안타증권","KOSPI","증권","5290","0","0.00","1019277739580"
"003475","유안타증권우","KOSPI","증권","4375","35","0.81","56049743750"
"072130","유엔젤","KOSPI","IT 서비스","5150","120","2.39","65381588100"
"000220","유유제약","KOSPI","제약","4075","185","4.76","69406830325"
"000225","유유제약1우","KOSPI","제약","3850","-20","-0.52","8727680500"
"000227","유유제약2우B","KOSPI","제약","10680","-10","-0.09","3476980800"
"001200","유진투자증권","KOSPI","증권","4895","15","0.31","474161116110"
"000100","유한양행","KOSPI","제약","79100","800","1.02","6300125239100"
"000105","유한양행우","KOSPI","제약","67300","-300","-0.44","79477262000"
"003460","유화증권","KOSPI","증권","3290","-65","-1.94","186550945350"
"003465","유화증권우","KOSPI","증권","3155","-45","-1.41","55138120875"
"008730","율촌화학","KOSPI","화학","19300","480","2.55","478640000000"
"008250","이건산업","KOSPI","종이·목재","2985","20","0.67","32693615475"
"025820","이구산업","KOSPI","금속","4870","20","0.41","162862540000"
"214320","이노션","KOSPI","일반서비스","19740","-910","-4.41","789600000000"
"088260","이리츠코크렙","KOSPI","부동산","3465","85","2.51","219478609350"
"139480","이마트","KOSPI","유통","88900","-2100","-2.31","2453268309100"
"457190","이수스페셜티케미컬","KOSPI","화학","87100","-500","-0.57","2632063751200"
"007660","이수페타시스","KOSPI","전기·전자","124000","1000","0.81","9102743156000"
"005950","이수화학","KOSPI","화학","13910","-270","-1.90","365751890790"
"015020","이스타코","KOSPI","부동산","928","0","0.00","19883142400"
"074610","이엔플러스","KOSPI","기계·장비","5110","0","0.00","44815400070"
"102460","이연제약","KOSPI","제약","9910","0","0.00","184195297010"
"084680","이월드","KOSPI","기타제조","1220","1","0.08","173003555460"
"350520","이지스레지던스리츠","KOSPI","부동산","3490","40","1.16","128663044980"
"334890","이지스밸류플러스리츠","KOSPI","부동산","3560","75","2.15","247237311480"
"000760","이화산업","KOSPI","유통","12660","-240","-1.86","35448000000"
"014990","인디에프","KOSPI","섬유·의류","480","0","0.00","36054237600"
"101140","인바이오젠","KOSPI","유통","6950","70","1.02","69807301200"
"006490","인스코비","KOSPI","통신","301","-4","-1.31","44513720916"
"023800","인지컨트롤스","KOSPI","운송장비·부품","5780","-100","-1.70","91377158660"
"034590","인천도시가스","KOSPI","전기·가스","26550","-50","-0.19","116149718700"
"129260","인터지스","KOSPI","운송·창고","2145","-10","-0.46","63809189730"
"023810","인팩","KOSPI","운송장비·부품","5470","-160","-2.84","54700000000"
"249420","일동제약","KOSPI","제약","19840","250","1.28","627702919680"
"000230","일동홀딩스","KOSPI","제약","7410","20","0.27","85514364000"
"013360","일성건설","KOSPI","건설","1753","76","4.53","94705614640"
"003120","일성아이에스","KOSPI","제약","19700","-190","-0.96","262010000000"
"003200","일신방직","KOSPI","섬유·의류","11080","10","0.09","254396800000"
"007110","일신석재","KOSPI","유통","1243","53","4.45","96278566230"
"007570","일양약품","KOSPI","제약","8500","-40","-0.47","162228144000"
"007575","일양약품우","KOSPI","제약","8150","50","0.62","3627402000"
"008500","일정실업","KOSPI","섬유·의류","779","0","0.00","4674000000"
"081000","일진다이아","KOSPI","화학","10750","10","0.09","152681981250"
"020760","일진디스플","KOSPI","전기·전자","902","0","0.00","50984432422"
"103590","일진전기","KOSPI","전기·전자","88900","500","0.57","4239231171000"
"271940","일진하이솔루스","KOSPI","운송장비·부품","12780","-260","-1.99","464082568200"
"015860","일진홀딩스","KOSPI","기타금융","7280","-160","-2.15","359249676240"
"226320","잇츠한불","KOSPI","화학","10170","150","1.50","223021133550"
"317400","자이에스앤디","KOSPI","부동산","3685","-65","-1.73","142913586200"
"033240","자화전자","KOSPI","전기·전자","34600","-750","-2.12","747550369200"
"000950","전방","KOSPI","섬유·의류","26900","0","0.00","45192000000"
"079900","전진건설로봇","KOSPI","기계·장비","58500","200","0.34","853663882500"
"348950","제이알글로벌리츠","KOSPI","부동산","1182","0","0.00","233298432000"
"194370","제이에스코퍼레이션","KOSPI","섬유·의류","12220","690","5.98","354584782760"
"030000","제일기획","KOSPI","일반서비스","19990","-1110","-5.26","2299674087750"
"271980","제일약품","KOSPI","제약","10840","250","2.36","159400812480"
"001560","제일연마","KOSPI","비금속","10190","-50","-0.49","77444000000"
"002620","제일파마홀딩스","KOSPI","일반서비스","7450","210","2.90","119001494750"
"006220","제주은행","KOSPI","은행","12100","-230","-1.87","457362539700"
"089590","제주항공","KOSPI","운송·창고","5070","-50","-0.98","408849793950"
"004910","조광페인트","KOSPI","화학","3820","30","0.79","48896000000"
"004700","조광피혁","KOSPI","섬유·의류","63000","1100","1.78","418895694000"
"001550","조비","KOSPI","화학","11400","30","0.26","59191524600"
"462520","조선내화","KOSPI","비금속","15220","350","2.35","180435656960"
"120030","조선선재","KOSPI","금속","90400","0","0.00","113691650400"
"018470","조일알미늄","KOSPI","금속","1154","8","0.70","146133006034"
"002600","조흥","KOSPI","음식료·담배","138400","700","0.51","83040000000"
"185750","종근당","KOSPI","제약","73000","-900","-1.22","1007602940000"
"063160","종근당바이오","KOSPI","제약","16170","150","0.94","88708005540"
"001630","종근당홀딩스","KOSPI","제약","41800","200","0.48","209412189800"
"109070","주성코퍼레이션","KOSPI","전기·전자","1603","73","4.77","84654798690"
"044380","주연테크","KOSPI","전기·전자","1323","35","2.72","17061826068"
"013890","지누스","KOSPI","기타제조","9850","-50","-0.51","215969258050"
"013870","지엠비코리아","KOSPI","운송장비·부품","4015","-25","-0.62","76575204200"
"071320","지역난방공사","KOSPI","전기·가스","72300","-800","-1.09","837143191200"
"088790","진도","KOSPI","유통","2535","-165","-6.11","31555031040"
"003780","진양산업","KOSPI","화학","5320","10","0.19","69160000000"
"010640","진양폴리","KOSPI","화학","2205","40","1.85","36823500000"
"100250","진양홀딩스","KOSPI","화학","3015","0","0.00","192658500000"
"051630","진양화학","KOSPI","화학","2180","-55","-2.46","46216000000"
"272450","진에어","KOSPI","운송·창고","6270","180","2.96","327294000000"
"011000","진원생명과학","KOSPI","제약","885","0","0.00","80431372695"
"002780","진흥기업","KOSPI","건설","920","-28","-2.95","133834005400"
"002787","진흥기업2우B","KOSPI","건설","7040","-90","-1.26","2075448320"
"002785","진흥기업우B","KOSPI","건설","3330","0","0.00","2854535940"
"025620","차AI헬스케어","KOSPI","화학","6530","150","2.35","118871943690"
"009310","참엔지니어링","KOSPI","기계·장비","5330","0","0.00","23329484620"
"000650","천일고속","KOSPI","운송·창고","198000","-2500","-1.25","282985560000"
"033250","체시스","KOSPI","운송장비·부품","4315","15","0.35","27616000000"
"035720","카카오","KOSPI","IT 서비스","40550","100","0.25","17953319238700"
"323410","카카오뱅크","KOSPI","은행","23650","-500","-2.07","11283898335050"
"377300","카카오페이","KOSPI","기타금융","46300","-200","-0.43","6262645647500"
"006380","카프로","KOSPI","화학","3660","0","0.00","618539985360"
"279570","케이뱅크","KOSPI","은행","7200","320","4.65","2921005087200"
"001620","케이비아이동국실업","KOSPI","운송장비·부품","2445","25","1.03","54422291670"
"029460","케이씨","KOSPI","의료·정밀기기","33350","-200","-0.60","367534842250"
"281820","케이씨텍","KOSPI","의료·정밀기기","91600","1500","1.66","1813557347600"
"381970","케이카","KOSPI","유통","9190","10","0.11","448663593120"
"145270","케이탑리츠","KOSPI","부동산","777","-2","-0.26","37343221398"
"417310","코람코더원리츠","KOSPI","부동산","10200","40","0.39","412080000000"
"357120","코람코라이프인프라리츠","KOSPI","부동산","4370","190","4.55","425355496980"
